#
# VizieR Astronomical Server: http://vizier.u-strasbg.fr 2006-11-17T21:24:24
# Explanations and Statistics of UCDs: See LINK below
# In case of problem, please report to: question@simbad.u-strasbg.fr
# (link)
#
#Coosys J2000: eq_FK5 2000
#INFO -ref=Vxml2846

#RESOURCE=1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Table I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Coosys J2000_1991.250: eq_FK5 2000_1991.250
#Column HIP (I6) Identifier (HIP number) (H1) [ucd=meta.id;meta.main]
#Column _RAJ2000 (F10.6) Right ascension (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account (computed by VizieR, not part of the original data) [ucd=pos.eq.ra;meta.main]
#Column _DEJ2000 (F10.6) Declination (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account (computed by VizieR, not part of the original data) [ucd=pos.eq.dec;meta.main]
#Column Vmag (F5.2) ? Magnitude in Johnson V (H5)
#---List of values: [ucd=phot.mag;em.opt.V]
#Column B-V (F6.3) ? Johnson B-V colour (H37)
#---List of values: [ucd=phot.color;em.opt.B;em.opt.V]
#Column pmRA (F8.2) Proper motion mu_alpha.cos(delta), ICRS(H12) {\em(for J1991.25 epoch)}
#---List of values: [ucd=pos.pm.ra]
#Column pmDE (F8.2) ? Proper motion mu_delta, ICRS (H13) {\em(for J1991.25 epoch)}
#---List of values: [ucd=pos.pm.dec]
#Column Plx (F7.2) ? Trigonometric parallax (H11)
#---List of values: [ucd=pos.parallax.trig]
#HIP;_RAJ2000;_DEJ2000;Vmag;B-V;pmRA;pmDE;Plx
#;deg;deg;mag;mag;mas/yr;mas/yr;mas
#------;----------;----------;-----;------;--------;--------;-------
 99473;302.826190; -0.821461; 3.24;-0.066;   35.48;    6.05;  11.36
 99655;303.349440; 56.567722; 4.28; 0.114;   60.85;   82.26;  21.41
 99675;303.407943; 46.741329; 3.80; 1.270;    4.20;    1.87;   2.41
 99824;303.816231; 25.591957; 4.79;-0.181;    6.90;   -5.02;   2.72
 99848;303.868007; 47.714208; 3.96; 1.451;    3.88;    1.20;   2.94
 99874;303.942228; 27.814243; 4.50; 1.258;  -34.37;    5.77;   9.94
100027;304.411956;-12.508212; 4.30; 0.928;   22.24;    0.75;   4.75
100044;304.446674; 38.032930; 4.77; 0.377;   -3.53;   -6.88;   0.52
100064;304.513564;-12.544852; 3.58; 0.883;   61.78;    2.85;  30.01
100310;305.165901;-12.759080; 4.77;-0.047;   15.71;  -14.63;  11.98
100345;305.252815;-14.781367; 3.05; 0.790;   48.42;   14.00;   9.48
100453;305.557091; 40.256679; 2.23; 0.673;    2.43;   -0.93;   2.14
100587;305.965086; 32.190172; 4.43; 1.331;   35.71;   -5.81;  12.77
100751;306.411908;-56.735090; 1.94;-0.118;    7.71;  -86.15;  17.80
101027;307.215058;-17.813687; 4.77; 0.386;  -15.79;   -7.66;  33.04
101076;307.348898; 30.368555; 4.01; 0.404;    6.87;   -0.64;   4.30
101421;308.303213; 11.303263; 4.03;-0.123;   10.75;  -28.54;   9.09
101474;308.475778; 35.250852; 4.61; 1.593;   -2.26;   -5.35;   3.51
101589;308.827231; 14.674213; 4.64; 0.120;   45.08;   11.71;  14.36
101769;309.387254; 14.595087; 3.64; 0.425;  118.28;  -47.65;  33.49
101772;309.391800;-47.291502; 3.11; 0.998;   49.20;   66.07;  32.21
101847;309.584511; -1.105121; 4.31; 0.949;   15.66;  -17.01;   8.50
101958;309.909531; 15.912072; 3.77;-0.057;   54.14;    7.91;  13.55
102098;310.357978; 45.280338; 1.25; 0.092;    1.56;    1.55;   1.01
102281;310.864724; 15.074581; 4.43; 0.302;  -19.61;  -41.74;  16.03
102333;311.009724;-51.920971; 4.51; 0.278;  155.49;  -53.64;  41.38
102431;311.338034; 57.579725; 4.52; 0.535;  -62.95; -235.56;  36.87
102453;311.415640; 30.719715; 4.22; 1.051;   -8.01;   24.04;  15.84
102485;311.523887;-25.270898; 4.13; 0.426;  -51.38; -156.66;  68.16
102488;311.552845; 33.970256; 2.48; 1.021;  356.16;  330.28;  45.26
102532;311.664593; 16.124296; 4.27; 1.042;  -25.88; -196.27;  32.14
102589;311.852241; 36.490717; 4.53;-0.083;   14.93;   -8.20;   3.71
102618;311.918964; -9.495776; 3.78; 0.000;   31.89;  -35.32;  14.21
102624;311.934317; -5.027701; 4.43; 1.639;   -3.30;  -40.24;   7.33
102978;312.955379;-26.919133; 4.12; 1.633;   -7.97;   -2.54;   5.19
103004;313.031992; 27.096980; 4.56; 0.835;  -72.33;  -60.95;  15.06
103045;313.163473; -8.983318; 4.73; 0.325;   47.06;  -32.91;  21.01
103227;313.702513;-58.454155; 3.67; 1.250;   21.06;  -24.75;   5.41
103413;314.293409; 41.167136; 3.94; 0.027;    8.51;  -23.97;   9.17
103632;314.956486; 47.520951; 4.74;-0.084;    7.25;    2.47;   2.90
103738;315.322751;-32.257767; 4.67; 0.890;   -2.09;   -0.19;  14.59
104060;316.232762; 43.927852; 3.72; 1.609;    8.60;    0.35;   2.77
104139;316.486783;-17.232861; 4.08;-0.010;   79.64;  -61.64;  20.61
104194;316.650391; 47.648404; 4.56; 1.569;    6.51;   -0.99;   3.32
104234;316.781950;-25.005853; 4.49; 1.604;  -27.19;  -43.37;   6.24
104459;317.398532;-11.371693; 4.50; 0.926;   92.31;  -15.76;  19.93
104521;317.585417; 10.131580; 4.70; 0.262;   49.07; -151.85;  28.38
104732;318.234109; 30.226916; 3.21; 0.990;    6.87;  -68.12;  21.62
104858;318.620063; 10.006981; 4.47; 0.529;   42.32; -303.43;  54.11
104887;318.697882; 38.045317; 3.74; 0.393;  195.74;  410.02;  47.80
104987;318.955965;  5.247845; 3.92; 0.549;   59.63;  -94.33;  17.51
105102;319.353970; 39.394681; 4.22; 0.098;    0.43;   -3.61;   0.72
105138;319.479485; 34.896898; 4.41;-0.103;   11.96;    6.85;   3.62
105140;319.484520;-32.172539; 4.71; 0.070;   55.46;  -22.12;  19.76
105319;319.966621;-53.449427; 4.39; 0.191;  107.37;  -67.12;  33.58
105502;320.521665; 19.804508; 4.08; 1.108;  105.94;   62.61;  21.19
105515;320.561651;-16.834542; 4.28; 0.888;   30.83;    5.26;  15.13
105881;321.666775;-22.411332; 3.77; 1.002;   -2.61;   18.88;   8.19
106039;322.180834;-21.807180; 4.50; 0.889;  133.97;   -5.47;  18.18
106140;322.487063; 23.638838; 4.52; 1.618;   24.39;    3.52;   7.37
106278;322.889725; -5.571172; 2.90; 0.828;   22.79;   -6.70;   5.33
106481;323.495219; 45.591837; 3.98; 0.885;  -24.48;  -93.88;  26.20
106723;324.270130;-19.466012; 4.51;-0.180;   13.48;    0.81;   4.92
106786;324.437956; -7.854202; 4.68; 0.175;  114.29;  -24.44;  18.26
106985;325.022735;-16.662308; 3.69; 0.320;  187.39;  -22.33;  23.48
107136;325.523602; 51.189622; 4.69;-0.119;    5.25;   -2.11;   1.94
107188;325.664613;-18.866323; 4.72; 0.868;  145.90;   -9.05;  11.22
107259;325.876920; 58.780046; 4.23; 2.242;    5.24;   -2.88;   0.62
107310;326.035740; 28.742632; 4.49; 0.512;  260.33; -242.73;  44.64
107315;326.046492;  9.875011; 2.38; 1.520;   30.02;    1.38;   4.85
107348;326.127897; 17.350017; 4.34; 1.161;    7.90;  -10.75;   3.62
107354;326.161393; 25.645036; 4.14; 0.425;   46.66;   13.47;  28.34
107380;326.236708;-33.025782; 4.35;-0.053;   31.79;  -94.00;  15.93
107533;326.698371; 49.309570; 4.23;-0.120;    3.61;   -1.86;   2.82
107556;326.760188;-16.127286; 2.85; 0.180;  263.26; -296.23;  84.58
108085;328.482185;-37.364852; 3.00;-0.084;   95.88;  -12.10;  16.07
108431;329.479478;-54.992576; 4.40; 0.297;   43.00;   -3.67;  17.65
108874;330.828517; -2.155363; 4.74;-0.100;   24.81;  -11.14;   8.56
108870;330.840236;-56.785976; 4.69; 1.056; 3959.97;-2538.84; 275.76
109074;331.445982; -0.319851; 2.95; 0.969;   17.90;   -9.93;   4.30
109111;331.528689;-39.543353; 4.47; 1.349;  -24.16; -125.17;  13.20
109139;331.609290;-13.869679; 4.29;-0.075;   40.45;  -57.16;  18.90
109176;331.752775; 25.345112; 3.77; 0.435;  296.73;   26.93;  85.06
109268;332.058273;-46.960975; 1.73;-0.070;  127.60; -147.91;  32.16
109285;332.095870;-32.988468; 4.50; 0.054;   80.05;  -28.88;  25.01
109410;332.496850; 33.178224; 4.28; 0.471;  -12.34;  -17.94;  12.96
109427;332.549938;  6.197865; 3.52; 0.086;  281.96;   31.23;  33.77
109492;332.713653; 58.201261; 3.39; 1.558;   13.35;    4.49;   4.49
109754;333.469708; 39.714927; 4.50; 1.385;   37.65;   15.55;   5.79
109857;333.759125; 57.043587; 4.18; 0.278;  476.45;   50.00;  38.86
109908;333.903836;-41.346701; 4.79; 0.790;   46.04;   20.45;  12.44
109937;333.992403; 37.748737; 4.14; 1.447;    8.74;    0.76;   5.20
110003;334.208485; -7.783290; 4.17; 0.979;  118.95;  -21.91;  17.04
110351;335.256445; 46.536570; 4.55;-0.100;   21.72;    1.92;   6.40
110371;335.330580; 28.330530; 4.78;-0.010;   17.42;    5.60;   5.37
110395;335.414064; -1.387332; 3.86;-0.057;  129.24;    8.90;  20.67
110538;335.890098; 52.229047; 4.42; 1.015;  -13.56; -186.37;  19.21
110609;336.129130; 49.476393; 4.55; 0.092;   -5.12;   -3.37;   1.54
110882;336.964676;  4.695664; 4.78; 1.039;   77.29; -307.36;  20.39
110960;337.207967; -0.019972; 3.65; 0.406;  191.32;   37.47;  31.53
110991;337.292776; 58.415199; 4.07; 0.778;   16.47;    3.55;   3.32
110997;337.317395;-43.495565; 3.97; 1.022;   25.62;   -4.23;  11.03
111022;337.382593; 47.706887; 4.34; 1.679;   -0.60;   -3.37;   2.80
111043;337.439306;-43.749224; 4.12; 1.570;  -14.93;    1.79;  10.04
111104;337.621917; 43.123376; 4.52;-0.086;   -2.05;   -5.76;   2.38
111169;337.822921; 50.282491; 3.76; 0.031;  137.22;   17.15;  31.86
111188;337.876378;-32.346073; 4.29; 0.011;   59.64;  -18.70;  21.99
111497;338.839086; -0.117498; 4.04;-0.083;   88.56;  -56.10;  17.77
111674;339.343407; 51.545123; 4.64; 0.254;  -51.31; -103.34;  18.95
111944;340.128580; 44.276305; 4.50; 1.318;   94.18;   10.00;  10.81
111954;340.163917;-27.043617; 4.18;-0.105;   22.01;   -0.88;   4.38
112029;340.365503; 10.831364; 3.41;-0.086;   77.38;  -10.98;  15.64
112122;340.666878;-46.884577; 2.07; 1.610;  135.68;   -4.51;  19.17
112158;340.750573; 30.221245; 2.93; 0.852;   13.11;  -26.11;  15.18
112211;340.896805;-18.830375; 4.68; 1.358;  -31.40;  -28.02;   6.73
112440;341.632828; 23.565654; 3.97; 1.070;   56.99;  -10.46;   8.26
112447;341.673252; 12.172888; 4.20; 0.502;  233.06; -492.04;  61.54
112623;342.138743;-51.316864; 3.49; 0.083;  108.47;  -65.93;  25.16
112716;342.397926;-13.592632; 4.05; 1.570;  -12.58;  -38.80;   8.58
112748;342.500803; 24.601579; 3.51; 0.933;  144.11;  -43.44;  27.95
112948;343.131395;-32.875504; 4.46;-0.037;  -33.32;  -22.15;  14.67
112961;343.153650; -7.579599; 3.73; 1.626;   19.51;   32.71;   8.33
113136;343.662552;-15.820820; 3.27; 0.066;  -44.08;  -24.81;  20.44
113246;343.987081;-32.539628; 4.20; 0.952;   10.84;   30.32;  19.14
113368;344.412694;-29.622236; 1.17; 0.145;  329.22; -164.22; 130.08
113638;345.220048;-52.754137; 4.11; 0.960;  -65.09;  -12.91;  28.99
113726;345.480268; 42.325979; 3.62;-0.099;   22.47;    0.24;   4.71
113881;345.943573; 28.082789; 2.44; 1.655;  187.76;  137.61;  16.37
113889;345.969225;  3.820045; 4.48;-0.115;   12.86;  -10.13;   6.62
113919;346.045763; 50.052091; 4.64; 1.058;  166.70;  167.30;  18.20
113963;346.190224; 15.205264; 2.49;-0.002;   61.10;  -42.56;  23.36
114119;346.670189;-23.743116; 4.48; 0.892;   59.90;    0.53;  17.32
114131;346.719707;-43.520358; 4.28; 0.423;  -48.35;  -13.98;  24.51
114144;346.751083;  9.409492; 4.54; 1.559;    6.73;  -12.76;  10.13
114155;346.778081; 25.468259; 4.76; 1.285;    0.26;  -33.31;   6.07
114341;347.361655;-21.172410; 3.68; 1.202;   55.99;   31.25;  13.96
114375;347.478748;-22.457611; 4.71; 0.674;   35.92;   -7.79;   6.26
114421;347.589740;-45.246711; 3.88; 0.998;  132.42;  -26.27;  17.63
114570;348.137514; 49.406207; 4.53; 0.302;   89.78;   95.57;  40.82
114724;348.580665; -6.049003; 4.22; 1.545;   46.22; -195.85;  14.68
114855;348.972894; -9.087737; 4.24; 1.107;  368.56;  -17.02;  21.97
114971;349.291408;  3.282289; 3.70; 0.916;  760.35;   17.96;  24.92
114996;349.357389;-58.235734; 3.99; 0.410;  -34.93;   79.59;  45.40
115033;349.475897; -9.182513; 4.41;-0.144;   19.63;   -9.64;  10.13
115102;349.706002;-32.532027; 4.41; 1.109;   19.65;  -78.57;  18.24
115250;350.159344; 23.740337; 4.58; 0.180;   30.48;   -9.14;  19.50
115438;350.742612;-20.100580; 3.96; 1.082; -120.27;  -96.70;  20.14
115623;351.344934; 23.404101; 4.42; 0.617;  193.12;   36.47;  18.83
115669;351.511609;-20.642014; 4.38; 1.460;  -50.13;  -62.97;  10.57
115830;351.992063;  6.378992; 4.27; 1.062; -123.83;  -43.26;  20.54
115919;352.288733; 12.760554; 4.54; 0.939;   59.62;   25.18;  18.34
116231;353.242747;-37.818268; 4.38;-0.095;   96.39;   37.58;  18.28
116247;353.319265;-20.914504; 4.70; 0.020;   -2.55;    8.64;  10.18
116389;353.769017;-42.615075; 4.69; 0.078;   42.18;   10.78;  11.92
116584;354.391010; 46.458152; 3.81; 0.984;  159.22; -421.46;  38.74
116602;354.462478;-45.492351; 4.74; 0.082;   71.36;  -12.34;  16.26
116631;354.534172; 43.268073; 4.29;-0.083;   27.72;   -1.21;   6.49
116771;354.987670;  5.626292; 4.13; 0.507;  376.32; -437.00;  72.51
116805;355.102117; 44.333932; 4.15;-0.071;   81.33;  -18.96;  19.22
116928;355.511692;  1.780041; 4.49; 0.200; -129.55; -154.87;  32.38
116971;355.680601;-14.544905; 4.49;-0.032;   98.35;  -66.78;  21.16
117452;357.231442;-28.130268; 4.59; 0.001;  100.03; -104.04;  22.73
117863;358.595968; 57.499382; 4.51; 1.190;   -4.54;   -3.45;   0.28
118131;359.439693; 25.141401; 4.63; 1.584;  -36.06;  -32.25;   7.54
118268;359.827873;  6.863321; 4.03; 0.419;  148.49; -112.16;  30.78
