#
# VizieR Astronomical Server: webviz.u-strasbg.fr 2008-12-02T09:22:15
# (replaces the 'Astrores' format originally described at
# http://vizier.u-strasbg.fr/doc/astrores.htx)
# In case of problem, please report to: question@simbad.u-strasbg.fr
#
##Coosys J2000: eq_FK5 J2000
#INFO -ref=VOTx30785
#INFO -out.max=50000
#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys J2000_1991.250: eq_FK5 J2000
#Table I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column HIP (I6) Identifier (HIP number) (H1) [ucd=meta.id;meta.main]
#Column _RAJ2000 (F10.6) Right ascension (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account (computed by VizieR, not part of the original data) [ucd=pos.eq.ra;meta.main]
#Column _DEJ2000 (F10.6) Declination (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account (computed by VizieR, not part of the original data) [ucd=pos.eq.dec;meta.main]
#Column RA(ICRS) (F12.8) *? alpha, degrees (ICRS, Epoch=J1991.25) (H8) [ucd=pos.eq.ra;meta.main]
#Column DE(ICRS) (F12.8) *? delta, degrees (ICRS, Epoch=J1991.25) (H9) [ucd=pos.eq.dec;meta.main]
#Column Vmag (F5.2) ? Magnitude in Johnson V (H5) [ucd=phot.mag;em.opt.V]
#Column B-V  (F6.3) ? Johnson B-V colour (H37) [ucd=phot.color;em.opt.B;em.opt.V]
#Column pmRA (F8.2) Proper motion mu_alpha.cos(delta), ICRS(H12) {\em(for J1991.25 epoch)} [ucd=pos.pm;pos.eq.ra]
#Column pmDE (F8.2) ? Proper motion mu_delta, ICRS (H13) {\em(for J1991.25 epoch)} [ucd=pos.pm;pos.eq.dec]
#Column Plx  (F7.2) ? Trigonometric parallax (H11) [ucd=pos.parallax.trig]
# HIP;_RAJ2000;_DEJ2000;RA(ICRS);DE(ICRS);Vmag;B-V;pmRA;pmDE;Plx
# ;deg;deg;deg;deg;mag;mag;mas/yr;mas/yr;mas
#------;----------;----------;------------;------------;-----;------;--------;--------;-------
 51232;156.969709;-58.739403;156.96977108;-58.73940856; 3.81; 0.317;  -13.25;    2.21;   3.13
 51233;156.970832; 36.707212;156.97121865; 36.70747818; 4.20; 0.908; -127.52; -109.62;  22.34
 51459;157.656582; 55.980536;157.65735143; 55.98061759; 4.82; 0.541; -177.02;  -33.45;  77.82
 51523;157.840925;-53.715484;157.84264509;-53.71599280; 4.89; 0.500; -418.76;  209.46;  45.72
 51576;158.006097;-61.685333;158.00618250;-61.68536031; 3.30;-0.089;  -16.59;   11.42;   6.56
 51624;158.202799;  9.306586;158.20281305;  9.30659431; 3.84;-0.148;   -5.57;   -3.59;   0.57
 51658;158.307868; 40.425560;158.30832166; 40.42554046; 4.72; 0.222; -142.04;    8.00;  29.13
 51849;158.897074;-57.557636;158.89714422;-57.55763551; 4.45; 1.604;  -15.43;   -0.16;   2.37
 51979;159.307186;-27.412634;159.30749487;-27.41268661; 4.87; 1.626; -112.98;   21.52;   6.80
 51986;159.325590;-48.225620;159.32606984;-48.22561631; 3.84; 0.300; -131.48;   -1.58;  37.71
 52009;159.388635;-13.384543;159.38853109;-13.38445095; 4.89; 2.800;   41.74;  -37.83;   6.18
 52085;159.645637;-16.876572;159.64588780;-16.87663687; 4.91; 0.922;  -98.57;   26.75;  14.52
 52098;159.680053; 31.976238;159.68005265; 31.97622008; 4.68; 0.823;    0.10;    7.18;   6.88
 52102;159.687484;-59.182997;159.68755215;-59.18299905; 4.69; 1.562;  -14.29;    0.79;   1.76
 52154;159.826638;-55.603269;159.82671887;-55.60327905; 4.29; 1.025;  -18.87;    4.31;   3.62
 52370;160.558833;-64.466426;160.55893343;-64.46645380; 4.76;-0.139;  -17.75;   11.27;   7.15
 52419;160.739172;-64.394450;160.73927802;-64.39447937; 2.74;-0.220;  -18.87;   12.06;   7.43
 52468;160.884540;-60.566619;160.88461543;-60.56662705; 4.58; 1.700;  -15.22;    3.12;   3.06
 52502;161.028810;-63.961072;161.02890478;-63.96110070; 4.80;-0.134;  -17.06;   11.97;   6.74
 52727;161.692409;-49.420255;161.69217542;-49.42012517; 2.69; 0.901;   62.55;  -53.57;  28.18
 52736;161.713413;-64.383474;161.71351737;-64.38349702; 4.87;-0.149;  -18.61;    9.33;   7.26
 52943;162.406202;-16.193648;162.40596699;-16.19413208; 3.11; 1.232;   92.77;  199.02;  23.54
 53229;163.327938; 34.214871;163.32766612; 34.21556641; 3.79; 1.040;   92.47; -286.06;  33.40
 53253;163.373567;-58.853171;163.37319260;-58.85326474; 3.78; 0.945;   79.75;   38.65;  33.71
 53295;163.494758; 43.189956;163.49460834; 43.19001538; 4.66;-0.039;   44.78;  -24.43;  12.22
 53417;163.903324; 24.749718;163.90353339; 24.74975451; 4.30; 0.016;  -78.41;  -14.89;  11.29
 53502;164.179380;-37.137766;164.17915128;-37.13746290; 4.60; 1.006;   74.96; -124.50;  16.40
 53740;164.943603;-18.298783;164.94478664;-18.29909723; 4.08; 1.079; -462.39;  129.11;  18.71
 53773;165.038600;-42.225859;165.03852431;-42.22586959; 4.37; 0.116;   23.00;    4.50;  15.99
 53807;165.140203;  3.617494;165.14016441;  3.61753351; 4.84; 1.144;   15.66;  -16.24;   9.54
 53824;165.186677;  6.101449;165.18680144;  6.10150342; 4.98; 0.166;  -51.03;  -22.24;  21.61
 53907;165.456977; -2.484585;165.45695372; -2.48449705; 4.73; 1.593;    9.58;  -36.11;   6.34
 53910;165.460320; 56.382427;165.45996150; 56.38234478; 2.34; 0.033;   81.66;   33.74;  41.07
 53954;165.582397; 20.179842;165.58242155; 20.17974575; 4.42; 0.053;   -9.60;   39.57;  26.37
 54061;165.931953; 61.751033;165.93265365; 61.75111888; 1.81; 1.061; -136.46;  -35.25;  26.38
 54182;166.254281;  7.336007;166.25512463;  7.33612254; 4.62; 0.332; -344.41;  -47.40;  34.54
 54204;166.332948;-27.293612;166.33346925;-27.29359566; 4.92; 0.369; -190.74;   -6.87;  22.98
 54301;166.635116;-62.424113;166.63530960;-62.42413654; 4.62; 0.988;  -36.83;    9.57;   8.82
 54463;167.147458;-58.975037;167.14748181;-58.97504198; 3.93; 1.225;   -5.03;    2.09;   0.55
 54539;167.415868; 44.498487;167.41608092; 44.49855337; 3.00; 1.144;  -62.35;  -27.38;  22.21
 54682;167.914539;-22.825847;167.91452617;-22.82560642; 4.46; 0.025;    4.73;  -99.06;  12.26
 54751;168.150054;-60.317625;168.15008453;-60.31763070; 4.59; 0.541;   -6.23;    2.33;   0.26
 54872;168.527089; 20.523717;168.52671705; 20.52403384; 2.56; 0.128;  143.31; -130.43;  56.52
 54879;168.560022; 15.429570;168.56017036; 15.42976310; 3.33;-0.003;  -59.01;  -79.37;  18.36
 54951;168.800954; 23.095502;168.80101292; 23.09552528; 4.56; 1.657;  -22.24;   -9.48;   0.49
 55084;169.165420; -3.651601;169.16568371; -3.65151412; 4.45; 0.210; -108.15;  -35.76;  16.69
 55219;169.619737; 33.094306;169.61981385; 33.09423881; 3.49; 1.400;  -26.61;   27.51;   7.74
 55266;169.782921; 38.185557;169.78309755; 38.18572227; 4.76; 0.113;  -57.15;  -68.10;  17.82
 55282;169.835198;-14.778541;169.83551103;-14.77904358; 3.56; 1.112; -124.47;  206.61;  16.75
 55425;170.251695;-54.491019;170.25184266;-54.49101395; 3.90;-0.157;  -35.32;   -2.20;  10.15
 55434;170.284143;  6.029322;170.28436733;  6.02935289; 4.05;-0.058;  -91.76;  -12.83;  15.24
 55560;170.706601; 43.482703;170.70672415; 43.48273665; 4.99; 0.998;  -36.87;  -13.85;   6.63
 55642;170.981051; 10.529509;170.98070334; 10.52969772; 4.00; 0.423;  140.75;  -77.80;  41.26
 55687;171.152463;-10.859323;171.15252245;-10.85938276; 4.81; 1.556;  -24.14;   24.46;   8.95
 55705;171.220516;-17.684010;171.22076335;-17.68401748; 4.06; 0.216;  -97.01;    3.22;  38.90
 55945;171.984333;  2.856265;171.98429124;  2.85629071; 4.95; 1.000;   17.32;  -10.41;   5.25
 56127;172.578722; -3.003501;172.57867422; -3.00345887; 4.77; 1.529;   19.78;  -17.14;   5.40
 56211;172.850919; 69.331076;172.85120199; 69.33112161; 3.82; 1.613;  -41.14;  -18.79;   9.76
 56280;173.068349;-29.261023;173.06840611;-29.26137351; 4.93; 0.540;  -20.32;  144.40;  37.44
 56343;173.250481;-31.857625;173.25107936;-31.85752405; 3.54; 0.947; -209.09;  -41.60;  25.23
 56480;173.690235;-54.264091;173.69046642;-54.26413167; 4.62;-0.077;  -55.55;   16.64;   7.04
 56561;173.945353;-63.019842;173.94553448;-63.01982488; 3.11;-0.044;  -33.84;   -6.87;   7.96
 56633;174.170472; -9.802247;174.17061875; -9.80225368; 4.70;-0.073;  -59.32;    2.82;  10.70
 56647;174.237211; -0.823749;174.23720774; -0.82385424; 4.30; 0.983;    1.30;   43.43;  18.31
 56922;175.053288;-34.744660;175.05341839;-34.74465530; 4.70;-0.070;  -44.04;   -1.84;   6.59
 56986;175.223475;-62.090101;175.22355273;-62.09010401; 4.93; 1.111;  -15.00;    1.08;   4.47
 57283;176.190732;-18.350674;176.19066226;-18.35061467; 4.71; 0.958;   27.15;  -24.56;   9.31
 57328;176.321000;  8.258119;176.32085333;  8.25817475; 4.84; 0.174;   59.66;  -22.80;  27.29
 57363;176.401746;-66.728763;176.40236386;-66.72884344; 3.63; 0.160; -100.42;   33.21;  25.42
 57380;176.464829;  6.529376;176.46487734;  6.52981394; 4.04; 1.501;  -19.65; -180.02;  10.42
 57399;176.512558; 47.779406;176.51305887; 47.77933701; 3.69; 1.181; -138.38;   28.37;  16.64
 57439;176.628427;-61.178399;176.62853753;-61.17835907; 4.11; 0.895;  -21.85;  -16.23;   7.51
 57443;176.629467;-40.500354;176.63436255;-40.50133452; 4.89; 0.664;-1531.69;  403.41; 108.23
 57565;176.996400; 20.218931;176.99677650; 20.21894121; 4.50; 0.547; -145.47;   -4.04;  14.40
 57581;177.060563;-66.814910;177.06037263;-66.81487085; 4.75; 1.522;   30.77;  -16.25;   7.55
 57632;177.264907; 14.572060;177.26615977; 14.57233687; 2.14; 0.090; -499.02; -113.78;  90.16
 57669;177.421102;-63.788478;177.42120019;-63.78848906; 4.30;-0.149;  -17.93;    4.44;   7.10
 57757;177.673827;  1.764718;177.67202553;  1.76537705; 3.59; 0.518;  740.96; -271.18;  91.74
 57803;177.786215;-45.173470;177.78646511;-45.17344950; 4.47; 1.283;  -72.42;   -8.62;   7.03
 57851;177.963438;-65.205910;177.96363695;-65.20589445; 4.89;-0.123;  -34.37;   -6.55;   9.64
 57936;178.227169;-33.908124;178.22733867;-33.90813014; 4.29;-0.100;  -58.02;    2.40;   8.93
 58001;178.457698; 53.694760;178.45725536; 53.69473296; 2.41; 0.044;  107.76;   11.16;  38.99
 58590;180.218292;  6.614322;180.21829289;  6.61439464; 4.65; 0.122;   -0.25;  -29.71;   9.16
 58758;180.756254;-63.312930;180.75707974;-63.31294495; 4.32; 0.280; -152.53;    6.10;  14.19
 58867;181.080065;-63.165711;181.08015725;-63.16571094; 4.72;-0.081;  -17.19;   -0.01;   4.33
 58948;181.302248;  8.732985;181.30279000;  8.73284563; 4.12; 0.967; -220.32;   57.52;  19.08
 59072;181.720414;-64.613730;181.72022021;-64.61363898; 4.14; 0.353;   34.27;  -37.49;  50.79
 59173;182.021771;-50.661278;182.02190127;-50.66125439; 4.46;-0.163;  -34.07;   -9.85;   8.68
 59196;182.089583;-50.722426;182.08976505;-50.72240999; 2.58;-0.128;  -47.53;   -6.42;   8.25
 59199;182.103404;-24.728876;182.10313607;-24.72877993; 4.02; 0.334;  100.18;  -39.33;  67.71
 59316;182.531169;-22.619766;182.53135773;-22.61979211; 3.02; 1.326;  -71.52;   10.55;  10.75
 59449;182.912963;-52.368460;182.91313090;-52.36841559; 3.97;-0.156;  -42.17;  -18.39;   9.53
 59747;183.786315;-58.748928;183.78648733;-58.74890179; 2.79;-0.193;  -36.68;  -10.72;   8.96
 59774;183.856501; 57.032617;183.85603795; 57.03259792; 3.32; 0.077;  103.56;    7.81;  40.05
 59803;183.951543;-17.541929;183.95194937;-17.54198370; 2.58;-0.107; -159.58;   22.31;  19.78
 59847;184.085575; 23.945409;184.08564668; 23.94542332; 4.93; 0.957;  -26.85;   -5.91;  13.12
 59856;184.125569; 33.061527;184.12572840; 33.06179861; 4.99; 1.140;  -54.87; -111.87;  10.65
 59929;184.392820;-67.960736;184.39431802;-67.96067161; 4.06; 1.603; -231.26;  -26.37;  10.80
 60009;184.609369;-64.003071;184.60955300;-64.00304555; 4.06;-0.168;  -33.19;  -10.38;   9.03
 60129;184.976487; -0.666803;184.97663096; -0.66674709; 3.89; 0.026;  -59.14;  -23.13;  13.06
 60172;185.087420;  3.312574;185.08813566;  3.31272688; 4.97; 1.172; -293.82;  -62.85;  11.43
 60202;185.179275; 17.792868;185.17955477; 17.79265307; 4.72; 1.010; -109.67;   88.50;   9.04
 60260;185.340039;-60.401147;185.34088036;-60.40136988; 3.59; 1.389; -171.06;   91.82;  14.30
 60351;185.626301; 25.846160;185.62632982; 25.84618178; 4.78; 0.515;  -10.75;   -8.85;  11.93
 60485;186.006228; 51.562257;186.00617625; 51.56222925; 4.76; 0.877;   13.15;   11.32;   8.30
 60697;186.600267; 27.268237;186.60030726; 27.26826273; 4.92; 0.277;  -14.80;  -10.40;  11.92
 60710;186.632330;-51.450635;186.63245078;-51.45061150; 4.82;-0.141;  -31.04;   -9.83;   8.16
 60718;186.649566;-63.099092;186.64975585;-63.09905586; 0.77;-0.243;  -35.37;  -14.73;  10.17
 60742;186.734468; 28.268423;186.73469831; 28.26861975; 4.35; 1.128;  -83.41;  -80.99;  19.18
 60746;186.747069; 26.825699;186.74710034; 26.82572160; 4.98; 0.088;  -11.58;   -9.23;  11.56
 60823;187.009925;-50.230635;187.01004828;-50.23060480; 3.91;-0.192;  -32.49;  -12.41;   7.36
 60965;187.466064;-16.515433;187.46659650;-16.51509397; 2.94;-0.012; -209.97; -139.30;  37.11
 61084;187.791497;-57.113212;187.79137202;-57.11256922; 1.59; 1.600;   27.94; -264.33;  37.09
 61174;188.017612;-16.196008;188.01868646;-16.19586556; 4.30; 0.388; -424.37;  -58.41;  54.92
 61281;188.370601; 69.788238;188.37101041; 69.78820992; 3.85;-0.116;  -58.14;   11.42;   6.55
 61317;188.435603; 41.357480;188.43788561; 41.35676779; 4.24; 0.588; -705.06;  292.93; 119.46
 61359;188.596811;-23.396759;188.59680864;-23.39662306; 2.65; 0.893;    0.86;  -56.00;  23.34
 61394;188.712840; 22.629259;188.71299083; 22.62918961; 4.80; 0.012;  -57.42;   28.53;   8.94
 61585;189.295910;-69.135564;189.29618208;-69.13553358; 2.69;-0.176;  -39.87;  -12.44;  10.67
 61622;189.425681;-48.541304;189.42636588;-48.54128816; 3.85; 0.049; -186.61;   -6.45;  24.77
 61740;189.811529; -7.995564;189.81171855; -7.99550439; 4.66; 1.240;  -77.30;  -24.66;  10.24
 61789;189.968873;-39.987302;189.96900602;-39.98724188; 4.63;-0.082;  -42.01;  -24.94;   9.19
 61932;190.379328;-48.959888;190.38002079;-48.95988553; 2.20;-0.023; -187.28;   -1.20;  25.01
 61941;190.415176; -1.449375;190.41667557; -1.44952231; 2.74; 0.368; -616.66;   60.66;  84.53
 61960;190.471069; 10.235625;190.47086482; 10.23584294; 4.88; 0.076;   82.62;  -89.51;  27.10
 61966;190.485701;-59.685820;190.48582000;-59.68581085; 4.91;-0.044;  -24.70;   -3.57;   3.15
 62012;190.647716;-48.813109;190.64817140;-48.81303493; 4.66; 1.075; -123.27;  -30.36;  17.31
 62268;191.408548;-60.981318;191.40798434;-60.98116057; 4.69; 1.049;  112.51;  -64.86;  26.17
 62322;191.570027;-68.108119;191.57029013;-68.10809405; 3.04;-0.178;  -40.40;  -10.32;  10.48
 62327;191.594644;-56.488815;191.59478955;-56.48877967; 4.62;-0.150;  -33.11;  -14.62;   8.24
 62434;191.930263;-59.688764;191.93049537;-59.68873246; 1.25;-0.238;  -48.24;  -12.82;   9.25
 62683;192.671527;-33.999303;192.67161238;-33.99926779; 4.90;-0.031;  -29.11;  -14.29;   8.39
 62763;192.924673; 27.540712;192.92469926; 27.54073393; 4.93; 0.681;   -9.50;   -8.82;  10.62
 62867;193.278776;-48.943315;193.27906907;-48.94325313; 4.33; 1.344;  -79.18;  -25.34;  10.77
 62886;193.323934; 21.244943;193.32404513; 21.24502058; 4.89; 0.904;  -42.48;  -32.00;  10.06
 62896;193.359163;-40.178872;193.35894159;-40.17881857; 4.25; 0.224;   69.64;  -21.83;  21.03
 62956;193.507289; 55.959821;193.50680410; 55.95984301; 1.76;-0.022;  111.74;   -8.99;  40.30
 62985;193.588181; -9.538994;193.58822553; -9.53894647; 4.77; 1.590;  -18.26;  -19.72;   7.82
 63003;193.648437;-57.177924;193.64857337;-57.17789116; 4.03;-0.180;  -30.45;  -13.55;   8.64
 63007;193.663259;-59.146701;193.66341683;-59.14666538; 4.62;-0.153;  -33.35;  -14.75;   9.06
 63090;193.900866;  3.397470;193.90201366;  3.39759862; 3.39; 1.571; -471.44;  -52.81;  16.11
 63125;194.006947; 38.318380;194.00767051; 38.31824617; 2.89;-0.115; -233.43;   54.98;  29.60
 63355;194.731009; 17.409446;194.73110786; 17.40936063; 4.76; 1.568;  -38.66;   34.95;  10.91
 63462;195.068628; 30.785021;195.06868941; 30.78503676; 4.88; 1.165;  -21.59;   -6.38;   3.63
 63503;195.182083; 56.366338;195.18160731; 56.36633134; 4.93; 0.368;  108.36;    2.67;  40.06
 63608;195.544155; 10.959150;195.54483557; 10.95910186; 2.85; 0.934; -275.05;   19.96;  31.90
 63724;195.888775;-49.527264;195.88894965;-49.52723627; 4.83; 0.029;  -46.58;  -11.24;  14.97
 63945;196.569601;-48.463289;196.56970994;-48.46325358; 4.71;-0.148;  -29.72;  -14.68;   7.88
 64004;196.727664;-49.906246;196.72776268;-49.90621586; 4.27;-0.182;  -26.24;  -12.43;   7.92
 64022;196.794707; 27.624741;196.79461606; 27.62490672; 4.80; 1.482;   33.27;  -68.21;  10.75
 64166;197.263626;-23.118070;197.26367917;-23.11797275; 4.94; 1.048;  -19.97;  -39.90;  14.14
 64238;197.487464; -5.539010;197.48755015; -5.53892987; 4.38;-0.008;  -35.08;  -32.80;   7.86
 64241;197.496986; 17.529431;197.49812263; 17.52911621; 4.32; 0.455; -445.95;  129.69;  69.81
 64394;197.968306; 27.878183;197.97051117; 27.87603769; 4.23; 0.572; -801.94;  882.70; 109.23
 64408;198.013268;-37.803022;198.01444495;-37.80313606; 4.85; 0.693; -382.44;   47.01;  48.83
 64425;198.073317;-59.920579;198.07345539;-59.92053651; 4.58;-0.073;  -28.54;  -17.46;   9.42
 64540;198.428924; 40.152885;198.42908954; 40.15284766; 4.94; 1.061;  -52.19;   15.50;   6.24
 64583;198.563102;-59.103235;198.56428372;-59.10285946; 4.90; 0.489; -249.62; -154.60;  55.49
 64661;198.812252;-67.894589;198.81249082;-67.89456330; 4.79;-0.078;  -36.92;  -10.63;   8.04
 64820;199.304218;-66.783438;199.30431246;-66.78342263; 4.86; 1.480;  -15.27;   -6.34;   2.75
 64844;199.385586; 40.572608;199.38598801; 40.57256275; 4.72; 0.306; -125.67;   18.45;  11.39
 64852;199.401178;  5.469869;199.40119538;  5.46984502; 4.78; 1.638;   -7.16;   10.00;   6.03
 64924;199.601311;-18.311196;199.60405000;-18.30861062; 4.74; 0.709;-1069.90;-1063.78; 117.30
 64962;199.730403;-23.171512;199.73022240;-23.17141246; 2.99; 0.920;   68.41;  -41.09;  24.69
 65109;200.149240;-36.712295;200.15027321;-36.71208109; 2.75; 0.068; -340.76;  -87.98;  55.64
 65271;200.658071;-60.988393;200.65824899;-60.98835608; 4.52;-0.141;  -35.50;  -15.19;   9.20
 65378;200.981429; 54.925362;200.98091604; 54.92541525; 2.23; 0.057;  121.23;  -22.01;  41.73
 65387;201.002012;-64.535668;201.00184737;-64.53561699; 4.52; 0.822;   29.10;  -20.96;  12.69
 65474;201.298247;-11.161322;201.29835230;-11.16124491; 0.98;-0.235;  -42.50;  -31.73;  12.44
 65477;201.306408; 54.987958;201.30589832; 54.98799884; 3.99; 0.169;  120.35;  -16.94;  40.19
 65639;201.863183;-15.973578;201.86349201;-15.97363075; 4.76; 1.096; -122.13;   21.61;  12.63
 65721;202.107539; 13.778787;202.10812668; 13.78018777; 4.97; 0.714; -234.81; -576.19;  55.22
 65936;202.761069;-39.407307;202.76111861;-39.40727983; 3.90; 1.186;  -15.65;  -11.25;   2.60
 66006;202.991188; -6.255816;202.99144179; -6.25571065; 4.68; 1.606; -103.80;  -43.40;   7.55
 66200;203.533046;  3.658967;203.53293870;  3.65902506; 4.92; 0.029;   43.89;  -24.03;  17.79
 66234;203.613581; 49.015973;203.61405606; 49.01590606; 4.68; 0.132; -128.28;   27.39;  17.12
 66249;203.673300; -0.595820;203.67397800; -0.59593821; 3.38; 0.114; -278.89;   48.56;  44.55
 66257;203.699201; 37.182415;203.69894294; 37.18243871; 4.91; 0.404;   84.70;   -9.81;  22.46
 66458;204.365118; 36.294898;204.36540378; 36.29484073; 4.82; 0.239;  -94.78;   23.63;  17.01
 66657;204.971910;-53.466394;204.97196962;-53.46636269; 2.29;-0.171;  -14.60;  -12.79;   8.68
 66738;205.184472; 54.681634;205.18455213; 54.68166149; 4.63; 1.630;  -19.14;  -11.37;   5.94
 66821;205.436545;-54.559425;205.43672827;-54.55936543; 4.99;-0.055;  -43.65;  -24.58;  12.05
 67153;206.421855;-33.043721;206.42319432;-33.04336606; 4.23; 0.390; -461.85; -146.17;  51.91
 67234;206.664075;-51.432766;206.66403516;-51.43269771; 4.64; 0.955;   10.33;  -27.98;  12.68
 67275;206.815596; 17.456906;206.81681937; 17.45677436; 4.50; 0.508; -480.33;   54.18;  64.12
 67301;206.885157; 49.313265;206.88560880; 49.31330288; 1.85;-0.099; -121.23;  -15.56;  32.39
 67457;207.361338;-34.450776;207.36146356;-34.45063035; 4.19; 1.520;  -42.59;  -59.87;  18.39
 67459;207.369338; 15.797905;207.36957439; 15.79780583; 4.05; 1.520;  -93.64;   40.76;  13.29
 67464;207.376155;-41.687709;207.37623920;-41.68765971; 3.41;-0.225;  -26.01;  -20.38;   6.87
 67472;207.404121;-42.473732;207.40419934;-42.47368506; 3.47;-0.170;  -23.85;  -19.22;   6.19
 67480;207.428471; 21.264106;207.42841642; 21.26406422; 4.92; 1.432;   21.09;   17.00;   8.86
 67494;207.467848;-18.134168;207.46810200;-18.13407618; 4.96; 1.059;  -99.34;  -37.71;  13.48
 67627;207.858082; 64.723272;207.85807331; 64.72328281; 4.58; 1.572;    1.45;   -4.55;   8.33
 67665;207.947813; 34.444240;207.94787312; 34.44431774; 4.76; 1.611;  -20.49;  -31.82;   5.40
 67669;207.956668;-32.994090;207.95677175;-32.99401625; 4.32;-0.146;  -35.74;  -30.14;  10.96
 67786;208.302246;-31.927612;208.30228458;-31.92758624; 4.75;-0.111;  -13.53;  -10.74;   4.87
 67927;208.671161; 18.397717;208.67131750; 18.39858742; 2.68; 0.580;  -60.95; -358.10;  88.17
 68002;208.884941;-47.288375;208.88514539;-47.28826634; 2.55;-0.176;  -57.14;  -44.75;   8.48
 68191;209.412015;-63.686696;209.41223681;-63.68661603; 4.71; 1.075;  -40.45;  -32.83;  15.61
 68245;209.567775;-42.100753;209.56785278;-42.10070526; 3.83;-0.224;  -23.68;  -19.82;   7.01
 68282;209.669785;-44.803584;209.66988070;-44.80353140; 3.87;-0.208;  -27.97;  -21.69;   7.81
 68520;210.411639;  1.544532;210.41159648;  1.54458338; 4.23; 0.121;   17.41;  -21.20;  14.94
 68523;210.431230;-45.603421;210.43121648;-45.60336989; 4.34; 0.598;    3.89;  -20.94;   7.28
 68702;210.955852;-60.373039;210.95601898;-60.37297840; 0.61;-0.231;  -33.96;  -25.06;   6.21
 68756;211.097291; 64.375851;211.09760837; 64.37580873; 3.67;-0.049;  -56.52;   17.19;  10.56
 68862;211.511530;-41.179633;211.51160840;-41.17958035; 4.36;-0.198;  -24.42;  -21.63;   7.31
 68895;211.592904;-26.682361;211.59278733;-26.68201883; 3.25; 1.091;   43.05; -140.82;  32.17
 68933;211.670619;-36.369954;211.67218608;-36.36869575; 2.06; 1.011; -519.29; -517.87;  53.52
 69191;212.478398;-53.438946;212.47898599;-53.43872584; 4.74; 0.938; -144.17;  -90.54;  17.93
 69226;212.599723; 25.091677;212.59978522; 25.09182293; 4.82; 0.541;  -23.02;  -60.07;  27.27
 69269;212.710358;-16.302030;212.71034788;-16.30200362; 4.93; 1.684;    3.82;  -10.87;   6.02
 69389;213.065851;  2.409433;213.06596003;  2.40949613; 4.99;-0.118;  -44.67;  -26.10;  12.45
 69427;213.223941;-10.273702;213.22392088;-10.27404400; 4.18; 1.323;    8.04;  140.79;  14.59
 69483;213.370866; 51.789965;213.37062458; 51.78999066; 4.53; 0.233;   61.39;  -10.57;  21.03
 69673;213.915300; 19.182410;213.91811403; 19.18726997;-0.05; 1.239;-1093.45;-1999.40;  88.85
 69701;214.003624; -6.000547;214.00368717; -5.99952622; 4.07; 0.511;  -25.84; -419.84;  46.74
 69713;214.041372; 51.367231;214.04195627; 51.36701398; 4.75; 0.236; -149.98;   89.42;  33.54
 69732;214.095911; 46.088305;214.09656821; 46.08791894; 4.18; 0.087; -187.42;  159.01;  33.58
 69879;214.499248; 35.509505;214.49923373; 35.50947085; 4.80; 1.057;    4.92;   14.18;  14.63
 69974;214.777465;-13.371095;214.77750771;-13.37116634; 4.52; 0.128;  -17.12;   29.39;  17.47
 69996;214.850925;-46.058093;214.85096972;-46.05808391; 3.55;-0.184;  -12.81;   -3.79;   9.27
 70027;214.938480; 16.306948;214.93883677; 16.30680118; 4.84; 1.228; -140.91;   60.31;  17.12
 70069;215.081429;-56.386497;215.08146975;-56.38647906; 4.30; 0.082;   -9.29;   -7.57;   2.75
 70090;215.139298;-37.885295;215.13949709;-37.88526711; 4.05;-0.030;  -64.50;  -11.39;  13.19
 70104;215.177424;-45.187060;215.17729569;-45.18688140; 4.78; 0.310;   37.17;  -73.61;  21.95
 70264;215.654456;-58.459117;215.65467485;-58.45915834; 4.76; 0.795;  -47.03;   17.03;  11.56
 70300;215.759329;-39.511819;215.75940538;-39.51176599; 4.41;-0.185;  -24.32;  -21.81;   7.79
 70306;215.774062;-27.754017;215.77461567;-27.75373395; 4.78; 1.300; -201.57; -116.63;  18.67
 70327;215.844565;  8.446617;215.84475026;  8.44664037; 4.86; 0.010;  -75.28;   -9.56;  15.17
 70497;216.299152; 51.850744;216.30008064; 51.85171354; 4.04; 0.497; -236.06; -399.07;  68.63
 70574;216.534266;-45.221424;216.53431272;-45.22138996; 4.56;-0.147;  -13.51;  -14.02;   3.15
 70576;216.545053;-45.379276;216.54500648;-45.37926095; 4.33; 0.434;   13.55;   -6.35;  10.38
 70753;217.043444;-29.491638;217.04351389;-29.49157976; 4.97;-0.074;  -24.87;  -23.81;   7.85
 70755;217.050575; -2.227957;217.05091806; -2.22795009; 4.81; 0.693; -140.94;   -2.92;  24.15
 71053;217.957458; 30.371437;217.95774098; 30.37114497; 3.57; 1.298; -100.44;  120.22;  21.92
 71075;218.019466; 38.308253;218.01982421; 38.30788348; 3.04; 0.191; -115.55;  151.87;  38.29
 71121;218.154402;-50.457157;218.15451447;-50.45712132; 4.44;-0.177;  -29.55;  -14.85;   5.68
 71284;218.670071; 29.745130;218.66954381; 29.74480735; 4.47; 0.364;  188.32;  132.72;  64.66
